,Preinstalled capacity,Added capacity,Total capacity,Max capacity
BATTERIES power,0.0,7.663589112370546,7.663589112370546,200.0
BATTERIES energy,0.0,11.400285050140504,11.400285050140504,1000.0
H2_STORAGE power,0.0,0.0,0.0,250.0
H2_STORAGE energy,0.0,0.0,0.0,250.0
DAC,0.0,0.0,0.0,3.5
ELECTROLYSIS_PLANTS,0.0,0.9727445017309242,0.9727445017309242,100.0
FUEL_CELLS,0.0,0.0,0.0,100.0
METHANATION,0.0,0.0,0.0,100.0
