,Preinstalled capacity,Added capacity,Total capacity,Max capacity
BATTERIES power,0.0,6.326931668524379,6.326931668524379,200.0
BATTERIES energy,0.0,15.041594727159007,15.041594727159007,1000.0
H2_STORAGE power,0.0,0.0,0.0,250.0
H2_STORAGE energy,0.0,0.0,0.0,250.0
DAC,0.0,0.0,0.0,3.5
ELECTROLYSIS_PLANTS,0.0,3.341512387100702,3.341512387100702,100.0
FUEL_CELLS,0.0,0.0,0.0,100.0
METHANATION,0.0,0.0,0.0,100.0
